t,test,Phase,Marqueur,BF,V'O2,V'CO2,V'O2/kg,V'O2/FC,FC,TT,V'E/V'O2,V'E/V'CO2,RER,V'E,VT,SpO2,VE'max,VD(est),FECO2,FEO2,P(A-a)O2,P(a-et) CO2(est.),PaCO2(est.),PaO2,PetO2,PetCO2,tE,tI,VD/VT(est),V'E/MVV,VB (est. V'O2max),DE,EE/BSA,EE/CT,EE/kg,EE/kg_Lean
"0:40:41,140",VO2max,Exercice,,38,2.52,2.23,28,21,119,-,33.4,37.8,0.88,90.6,2.42,-,3.9,401,3.2,17.4,-,-3,28,-,114,30,0.9,0.7,0.17,0.52,192.0,737,346,-,8,8
"0:40:42,680",VO2max,Exercice,,38,2.52,2.23,28,21,119,-,32.6,37.0,0.88,88.7,2.37,-,3.9,357,3.2,17.4,-,-3,28,-,114,30,0.9,0.7,0.15,0.51,192.0,737,346,-,8,8
"0:40:44,280",VO2max,Exercice,,38,2.53,2.26,28,21,119,-,32.6,36.4,0.89,88.7,2.37,-,3.9,334,3.3,17.4,-,-3,28,-,114,30,0.9,0.7,0.14,0.51,192.2,740,348,-,8,8
"0:40:45,960",VO2max,Exercice,,38,2.55,2.26,28,22,118,-,32.3,36.4,0.89,88.7,2.37,-,4.0,339,3.3,17.3,-,-3,28,-,114,31,0.9,0.7,0.14,0.51,194.6,745,350,-,8,8
"0:40:47,620",VO2max,Exercice,,38,2.61,2.32,29,22,118,-,32.3,36.4,0.89,91.0,2.37,-,4.3,334,3.3,17.3,-,-3,28,-,114,30,0.9,0.7,0.14,0.52,197.2,764,359,-,8,8
"0:40:48,960",VO2max,Exercice,,38,2.62,2.34,29,22,118,-,33.7,37.7,0.89,94.7,2.46,-,4.3,402,3.3,17.3,-,-3,28,-,114,30,0.9,0.7,0.16,0.54,197.3,766,360,-,8,8
"0:40:51,740",VO2max,Exercice,,38,2.61,2.32,29,22,118,-,34.4,38.8,0.89,96.4,2.51,-,4.3,455,3.3,17.3,-,-3,28,-,114,30,0.8,0.7,0.18,0.55,197.2,764,359,-,8,8
"0:40:53,300",VO2max,Exercice,,38,2.61,2.34,29,22,118,-,34.6,38.6,0.89,96.8,2.52,-,4.5,410,3.3,17.3,-,-3,27,-,114,30,0.8,0.7,0.16,0.55,197.2,765,360,-,8,8
"0:40:54,620",VO2max,Exercice,,41,2.76,2.46,30,24,117,-,34.5,38.6,0.89,102.1,2.52,-,4.5,377,3.1,17.6,-,-3,27,-,116,29,0.8,0.6,0.15,0.58,204.3,808,380,-,9,9
"0:40:55,880",VO2max,Exercice,,41,2.62,2.42,29,22,117,-,36.6,39.6,0.92,103.0,2.51,-,4.5,426,3.1,17.6,-,-3,27,-,116,29,0.8,0.6,0.17,0.59,199.2,774,364,-,8,8
"0:40:57,280",VO2max,Exercice,,41,2.62,2.42,29,22,117,-,36.6,39.6,0.92,103.0,2.51,-,4.6,439,3.1,17.6,-,-3,27,-,116,30,0.8,0.6,0.18,0.59,199.2,774,364,-,8,8
"0:40:58,840",VO2max,Exercice,,41,2.58,2.29,28,22,117,-,33.6,37.8,0.89,93.5,2.28,-,4.6,348,3.1,17.6,-,-2,27,-,116,30,0.8,0.6,0.15,0.53,197.5,754,354,-,8,8
"0:41:00,320",VO2max,Exercice,,41,2.55,2.29,28,22,117,-,33.9,37.8,0.90,93.4,2.27,-,4.5,347,3.1,17.6,-,-2,27,-,116,30,0.9,0.6,0.15,0.53,196.5,748,352,-,8,8
"0:41:01,780",VO2max,Exercice,,41,2.49,2.25,27,21,117,-,34.3,37.8,0.91,92.2,2.27,-,4.0,347,3.1,17.6,-,-2,27,-,116,30,0.9,0.6,0.15,0.53,194.0,732,344,-,8,8
"0:41:03,160",VO2max,Exercice,,39,2.42,2.20,27,21,117,-,34.3,37.8,0.91,89.8,2.27,-,4.0,351,3.1,17.6,-,-2,27,-,116,30,0.9,0.6,0.15,0.51,191.3,712,335,-,8,8
"0:41:04,740",VO2max,Exercice,,39,2.41,2.18,26,21,117,-,34.1,37.8,0.90,88.9,2.25,-,3.9,347,3.1,17.6,-,-2,27,-,116,30,0.9,0.6,0.15,0.51,190.8,708,333,-,8,8
"0:41:06,340",VO2max,Exercice,,39,2.41,2.18,26,20,118,-,34.1,37.8,0.90,88.9,2.25,-,3.9,359,3.2,17.5,-,-2,28,-,115,30,0.9,0.6,0.16,0.51,189.1,708,333,-,8,8
"0:41:07,860",VO2max,Exercice,,39,2.42,2.19,27,21,118,-,33.9,37.5,0.91,88.9,2.25,-,3.9,357,3.2,17.5,-,-2,28,-,115,30,0.9,0.6,0.16,0.51,189.6,712,335,-,8,8
"0:41:09,380",VO2max,Exercice,,39,2.45,2.20,27,21,118,-,33.9,37.8,0.90,89.8,2.28,-,4.3,375,3.2,17.5,-,-2,28,-,115,30,0.9,0.6,0.16,0.51,190.7,718,338,-,8,8
"0:41:11,140",VO2max,Exercice,,39,2.63,2.40,29,22,119,-,33.2,36.4,0.91,94.2,2.39,-,4.3,309,3.2,17.4,-,-3,28,-,115,30,0.9,0.6,0.13,0.54,196.4,775,365,-,9,9
"0:41:13,360",VO2max,Exercice,,39,2.63,2.41,29,22,120,-,33.2,36.3,0.92,94.2,2.39,-,4.3,286,3.3,17.4,-,-2,27,-,115,30,0.9,0.6,0.12,0.54,194.7,776,365,-,9,9
"0:41:14,780",VO2max,Exercice,,41,2.71,2.48,30,23,120,-,33.2,36.2,0.92,96.8,2.39,-,4.4,239,3.4,17.4,-,-2,27,-,116,29,0.8,0.6,0.10,0.55,197.5,798,375,-,9,9
"0:41:16,260",VO2max,Exercice,,41,2.76,2.49,30,23,120,-,32.8,36.4,0.90,97.4,2.40,-,4.4,240,3.4,17.4,-,-2,27,-,116,29,0.8,0.6,0.10,0.56,199.4,810,381,-,9,9
"0:41:17,820",VO2max,Exercice,,41,2.90,2.59,32,24,120,-,31.2,35.0,0.89,97.4,2.40,-,4.4,162,3.4,17.4,-,-2,27,-,116,29,0.8,0.6,0.07,0.56,204.2,849,399,-,9,9
"0:41:19,260",VO2max,Exercice,,41,2.90,2.59,32,24,120,-,31.2,35.0,0.89,97.4,2.40,-,4.4,167,3.4,17.3,-,-2,27,-,116,29,0.8,0.6,0.07,0.56,204.2,849,399,-,9,9
"0:41:20,600",VO2max,Exercice,,41,2.90,2.68,32,24,119,-,32.8,35.4,0.92,101.9,2.51,-,4.4,185,3.4,17.3,-,-3,26,-,116,29,0.8,0.7,0.07,0.58,205.9,856,402,-,9,9
"0:41:22,440",VO2max,Exercice,,38,2.75,2.54,30,23,119,-,31.6,34.2,0.92,93.5,2.43,-,4.2,115,3.5,17.3,-,-3,27,-,116,29,0.9,0.7,0.05,0.53,200.7,812,382,-,9,9
"0:41:24,540",VO2max,Exercice,,38,2.75,2.54,30,23,118,-,31.6,34.2,0.92,93.5,2.43,-,4.2,161,3.5,17.3,-,-3,27,-,115,30,0.9,0.7,0.07,0.53,202.3,811,382,-,9,9
"0:41:26,020",VO2max,Exercice,,41,2.70,2.49,30,23,118,-,32.4,35.2,0.92,94.4,2.33,-,4.1,238,3.5,17.3,-,-2,28,-,115,30,0.8,0.7,0.10,0.54,200.5,797,375,-,9,9
"0:41:28,360",VO2max,Exercice,,41,2.67,2.46,29,23,118,-,33.7,36.6,0.92,96.9,2.39,-,4.2,312,3.5,17.3,-,-3,27,-,115,30,0.8,0.7,0.13,0.55,199.5,788,371,-,9,9
"0:41:30,220",VO2max,Exercice,,33,2.52,2.26,28,21,118,-,29.3,32.6,0.90,79.2,2.43,-,4.2,72,3.5,17.3,-,-3,27,-,115,30,1.1,0.8,0.03,0.45,193.5,738,347,-,8,8
"0:41:31,580",VO2max,Exercice,,39,2.60,2.32,29,22,118,-,33.7,37.7,0.89,94.4,2.39,-,4.1,371,3.5,17.3,-,-3,27,-,115,30,0.9,0.7,0.16,0.54,196.8,762,358,-,8,8
"0:41:32,980",VO2max,Exercice,,41,2.66,2.38,29,23,118,-,32.2,36.1,0.89,92.7,2.29,-,4.2,278,3.3,17.3,-,-2,28,-,115,30,0.8,0.6,0.12,0.53,199.0,780,367,-,9,9
"0:41:34,440",VO2max,Exercice,,41,2.70,2.41,30,23,118,-,32.2,36.1,0.89,93.9,2.29,-,4.2,287,3.3,17.4,-,-2,28,-,115,30,0.8,0.6,0.13,0.54,200.4,790,372,-,9,9
"0:41:36,760",VO2max,Exercice,,41,2.66,2.39,29,23,118,-,32.6,36.4,0.90,93.9,2.29,-,4.4,294,3.2,17.5,-,-2,28,-,115,30,0.8,0.6,0.13,0.54,199.1,781,367,-,9,9
"0:41:38,280",VO2max,Exercice,,41,2.66,2.39,29,23,118,-,32.6,36.4,0.90,93.9,2.29,-,4.4,289,3.2,17.5,-,-2,27,-,115,30,0.8,0.6,0.13,0.54,199.1,781,367,-,9,9
"0:41:39,740",VO2max,Exercice,,40,2.59,2.35,28,22,118,-,33.0,36.4,0.91,92.3,2.31,-,4.4,279,3.2,17.5,-,-2,27,-,116,30,0.8,0.6,0.12,0.53,196.5,762,358,-,8,8
"0:41:41,080",VO2max,Exercice,,40,2.46,2.27,27,21,119,-,34.7,37.7,0.92,92.3,2.31,-,4.4,341,3.2,17.6,-,-2,27,-,116,30,0.8,0.7,0.15,0.53,189.6,726,342,-,8,8
"0:41:42,580",VO2max,Exercice,,39,2.43,2.24,27,20,119,-,34.7,37.7,0.92,91.1,2.31,-,4.4,341,3.2,17.6,-,-2,27,-,116,30,0.9,0.7,0.15,0.52,188.3,717,337,-,8,8
"0:41:44,440",VO2max,Exercice,,40,2.42,2.20,27,20,119,-,35.3,38.8,0.91,92.3,2.31,-,4.4,357,3.2,17.6,-,-2,27,-,116,29,0.8,0.7,0.15,0.53,188.1,713,335,-,8,8
"0:41:46,020",VO2max,Exercice,,41,2.46,2.23,27,21,119,-,35.3,38.8,0.91,93.6,2.31,-,4.4,352,3.2,17.6,-,-2,27,-,116,29,0.8,0.7,0.15,0.53,189.4,722,340,-,8,8
"0:41:47,480",VO2max,Exercice,,40,2.42,2.20,27,20,119,-,35.3,38.8,0.91,92.3,2.31,-,4.4,353,3.2,17.6,-,-2,27,-,116,29,0.9,0.7,0.15,0.53,188.1,713,335,-,8,8
"0:41:49,080",VO2max,Exercice,,39,2.40,2.21,26,20,118,-,35.2,38.2,0.92,91.0,2.34,-,4.4,321,3.2,17.6,-,-2,27,-,116,29,0.9,0.7,0.14,0.52,188.6,708,333,-,8,8
"0:41:50,560",VO2max,Exercice,,38,2.39,2.12,26,20,118,-,34.8,39.2,0.89,89.8,2.34,-,4.4,371,3.2,17.5,-,-2,27,-,116,29,0.9,0.7,0.16,0.51,188.4,700,329,-,8,8
"0:41:52,020",VO2max,Exercice,,39,2.42,2.15,27,21,118,-,33.5,37.7,0.89,87.7,2.25,-,4.4,299,3.2,17.5,-,-2,27,-,116,29,0.9,0.7,0.13,0.50,189.7,709,333,-,8,8
"0:41:53,560",VO2max,Exercice,,39,2.42,2.15,27,21,118,-,33.5,37.7,0.89,87.7,2.25,-,4.4,337,3.2,17.5,-,-2,27,-,116,29,0.9,0.7,0.15,0.50,189.6,709,333,-,8,8
"0:41:55,320",VO2max,Exercice,,38,2.46,2.18,27,21,118,-,33.2,37.5,0.88,88.3,2.30,-,4.0,333,3.2,17.4,-,-2,27,-,115,30,0.9,0.7,0.15,0.50,191.3,720,339,-,8,8
"0:41:56,880",VO2max,Exercice,,38,2.46,2.18,27,21,118,-,33.2,37.5,0.88,88.3,2.30,-,4.0,333,3.2,17.4,-,-2,27,-,115,30,0.9,0.7,0.15,0.50,191.3,720,339,-,8,8
"0:41:58,420",VO2max,Exercice,,38,2.46,2.18,27,21,118,-,32.5,36.8,0.88,86.6,2.25,-,3.9,295,3.2,17.4,-,-2,27,-,115,30,0.9,0.7,0.13,0.49,191.3,720,339,-,8,8
"0:42:00,120",VO2max,Exercice,,38,2.46,2.18,27,21,118,-,32.5,36.8,0.88,86.6,2.25,-,3.9,295,3.2,17.4,-,-2,27,-,115,30,0.9,0.7,0.13,0.49,191.3,720,339,-,8,8
"0:42:01,820",VO2max,Exercice,,38,2.46,2.18,27,21,117,-,32.5,36.8,0.88,86.6,2.25,-,4.0,295,3.2,17.4,-,-2,27,-,115,30,0.9,0.7,0.13,0.49,193.0,720,339,-,8,8
"0:42:03,420",VO2max,Exercice,,38,2.41,2.15,26,21,117,-,32.8,36.8,0.89,85.6,2.23,-,4.0,298,3.2,17.4,-,-2,27,-,115,30,0.9,0.7,0.13,0.49,190.7,705,332,-,8,8
"0:42:04,900",VO2max,Exercice,,39,2.44,2.18,27,21,117,-,32.8,36.8,0.89,86.7,2.23,-,4.0,285,3.2,17.4,-,-2,27,-,115,29,0.9,0.7,0.13,0.50,192.0,715,336,-,8,8
"0:42:06,420",VO2max,Exercice,,39,2.36,2.07,26,20,117,-,31.7,36.2,0.88,81.7,2.07,-,4.0,252,3.2,17.4,-,-2,27,-,115,29,0.9,0.7,0.12,0.47,188.7,689,324,-,8,8
"0:42:07,940",VO2max,Exercice,,39,2.36,2.07,26,20,117,-,31.7,36.2,0.88,81.7,2.07,-,4.0,252,3.2,17.4,-,-2,27,-,115,29,0.9,0.6,0.12,0.47,188.7,689,324,-,8,8
"0:42:09,620",VO2max,Exercice,,39,2.36,2.07,26,20,117,-,31.7,36.2,0.88,81.7,2.07,-,4.1,252,3.2,17.4,-,-2,27,-,115,29,0.9,0.6,0.12,0.47,188.7,689,324,-,8,8
"0:42:11,060",VO2max,Exercice,,41,2.28,1.99,25,20,117,-,33.3,38.3,0.87,82.9,2.05,-,4.2,323,3.1,17.5,-,-2,27,-,116,29,0.8,0.6,0.16,0.47,185.2,665,313,-,7,7
"0:42:12,400",VO2max,Exercice,,39,2.36,2.07,26,20,117,-,31.7,36.2,0.88,81.7,2.07,-,4.2,232,3.1,17.5,-,-2,27,-,116,29,0.8,0.6,0.11,0.47,188.7,689,324,-,8,8
"0:42:14,660",VO2max,Exercice,,39,2.22,1.93,24,19,117,-,33.3,38.3,0.87,80.7,2.05,-,4.2,308,3.1,17.6,-,-2,27,-,116,29,0.9,0.6,0.15,0.46,182.5,647,304,-,7,7
"0:42:16,100",VO2max,Exercice,,41,2.43,2.13,27,21,117,-,31.7,36.2,0.88,83.9,2.07,-,4.1,256,3.1,17.5,-,-2,28,-,115,29,0.8,0.6,0.12,0.48,191.4,708,333,-,8,8
"0:42:17,240",VO2max,Exercice,,42,2.64,2.27,29,22,118,-,30.5,35.4,0.86,87.5,2.10,-,4.1,216,3.1,17.5,-,-2,27,-,115,29,0.8,0.6,0.10,0.50,198.1,766,360,-,8,8
"0:42:19,420",VO2max,Exercice,,42,2.76,2.30,30,23,118,-,30.8,36.9,0.83,92.0,2.21,-,4.1,299,3.2,17.4,-,-2,27,-,114,29,0.8,0.6,0.14,0.53,202.7,797,375,-,9,9
"0:42:21,140",VO2max,Exercice,,41,2.87,2.44,31,24,118,-,29.4,34.6,0.85,91.3,2.25,-,4.6,197,3.3,17.2,-,-2,28,-,113,30,0.8,0.6,0.09,0.52,206.5,831,391,-,9,9
"0:42:23,360",VO2max,Exercice,,41,2.87,2.44,31,24,118,-,29.4,34.6,0.85,91.3,2.25,-,4.7,197,3.3,17.2,-,-2,28,-,113,30,0.8,0.6,0.09,0.52,206.5,831,391,-,9,9
"0:42:24,760",VO2max,Exercice,,35,2.46,2.10,27,21,118,-,28.9,33.9,0.85,77.0,2.21,-,4.7,257,3.4,17.0,-,-2,29,-,111,31,0.9,0.6,0.12,0.44,191.3,714,336,-,8,8
"0:42:26,080",VO2max,Exercice,,35,2.59,2.14,28,22,118,-,29.4,35.5,0.83,82.0,2.35,-,4.7,394,3.6,16.7,-,-3,30,-,109,32,0.9,0.6,0.17,0.47,196.2,746,351,-,8,8
"0:42:29,600",VO2max,Exercice,,41,2.86,2.43,31,25,116,-,28.9,34.0,0.85,89.6,2.21,-,4.3,311,3.6,16.7,-,-2,30,-,109,32,0.8,0.6,0.14,0.51,209.9,830,390,-,9,9
"0:42:32,000",VO2max,Exercice,,42,2.94,2.50,32,26,115,-,30.9,36.3,0.85,97.9,2.35,-,4.5,435,3.6,16.7,-,-3,30,-,109,32,0.8,0.6,0.18,0.56,214.6,853,401,-,9,9
"0:42:34,380",VO2max,Exercice,,42,2.94,2.42,32,26,115,-,31.5,38.3,0.82,99.7,2.39,-,4.5,477,3.4,16.9,-,-3,29,-,111,31,0.8,0.6,0.20,0.57,214.6,847,398,-,9,9
"0:42:35,820",VO2max,Exercice,,41,2.90,2.39,32,25,114,-,31.5,38.2,0.82,98.4,2.39,-,4.5,395,3.4,16.9,-,-3,27,-,112,30,0.8,0.6,0.16,0.56,215.1,836,393,-,9,9
"0:42:37,100",VO2max,Exercice,,39,2.70,2.28,30,24,114,-,32.5,38.4,0.85,94.5,2.39,-,4.5,404,3.4,16.9,-,-3,27,-,112,30,0.9,0.6,0.17,0.54,207.5,781,367,-,9,9
"0:42:38,460",VO2max,Exercice,,41,2.72,2.37,30,24,114,-,33.3,38.2,0.87,97.5,2.37,-,4.3,347,3.2,17.4,-,-2,27,-,115,29,0.8,0.6,0.15,0.56,208.3,792,373,-,9,9
"0:42:39,920",VO2max,Exercice,,41,2.70,2.32,30,24,114,-,31.0,36.1,0.86,90.6,2.20,-,4.0,243,3.2,17.6,-,-2,27,-,115,29,0.8,0.6,0.11,0.52,207.5,784,369,-,9,9
"0:42:41,500",VO2max,Exercice,,41,2.59,2.32,28,23,114,-,32.4,36.2,0.90,90.8,2.21,-,4.0,248,3.2,17.6,-,-2,27,-,115,29,0.8,0.6,0.11,0.52,203.1,758,356,-,8,8
"0:42:43,020",VO2max,Exercice,,41,2.41,2.23,26,21,114,-,34.7,37.5,0.93,90.6,2.20,-,3.8,308,3.2,17.6,-,-2,27,-,115,29,0.9,0.6,0.14,0.52,195.6,711,334,-,8,8
"0:42:44,480",VO2max,Exercice,,39,2.31,2.14,25,20,115,-,34.7,37.5,0.93,87.0,2.20,-,3.8,309,3.2,17.6,-,-2,27,-,115,29,0.9,0.6,0.14,0.50,189.7,683,321,-,7,7
"0:42:45,920",VO2max,Exercice,,39,2.28,2.11,25,20,115,-,34.7,37.5,0.93,85.9,2.20,-,3.8,341,3.2,17.6,-,-2,28,-,115,30,0.9,0.6,0.15,0.49,188.4,674,317,-,7,7
"0:42:47,460",VO2max,Exercice,,39,2.28,2.11,25,20,115,-,34.7,37.5,0.93,85.9,2.20,-,3.8,353,3.2,17.6,-,-2,28,-,115,30,0.9,0.6,0.16,0.49,188.4,674,317,-,7,7
"0:42:49,040",VO2max,Exercice,,39,2.31,2.14,25,20,115,-,34.8,37.5,0.93,87.0,2.20,-,3.8,353,3.2,17.6,-,-2,28,-,115,30,0.9,0.6,0.16,0.50,189.7,682,321,-,7,7
"0:42:51,180",VO2max,Exercice,,39,2.31,2.14,25,20,115,-,34.7,37.5,0.93,86.9,2.20,-,3.8,352,3.2,17.5,-,-2,28,-,115,30,0.9,0.6,0.16,0.50,189.7,682,321,-,7,7
"0:42:53,240",VO2max,Exercice,,39,2.31,2.14,25,20,115,-,34.7,37.5,0.93,86.9,2.20,-,3.9,352,3.2,17.5,-,-2,28,-,115,30,0.9,0.7,0.16,0.50,189.7,682,321,-,7,7
"0:42:54,760",VO2max,Exercice,,39,2.31,2.14,25,20,115,-,34.7,37.5,0.93,86.9,2.20,-,3.9,341,3.2,17.5,-,-2,28,-,115,30,0.9,0.7,0.15,0.50,189.7,682,321,-,7,7
"0:42:56,280",VO2max,Exercice,,39,2.31,2.14,25,20,114,-,34.7,37.5,0.93,86.9,2.20,-,3.9,375,3.2,17.4,-,-2,28,-,114,30,0.9,0.7,0.17,0.50,191.3,682,321,-,7,7
"0:42:57,740",VO2max,Exercice,,39,2.50,2.27,27,22,114,-,32.0,35.3,0.91,86.9,2.20,-,3.9,274,3.3,17.4,-,-2,28,-,114,30,0.9,0.7,0.12,0.50,199.7,736,346,-,8,8
"0:42:59,140",VO2max,Exercice,,39,2.50,2.27,27,22,114,-,32.3,35.6,0.91,87.5,2.22,-,4.0,287,3.3,17.4,-,-2,28,-,114,30,0.9,0.7,0.13,0.50,199.7,736,346,-,8,8
"0:43:00,600",VO2max,Exercice,,39,2.50,2.23,27,22,114,-,32.0,35.9,0.89,86.9,2.20,-,4.0,303,3.3,17.4,-,-2,28,-,114,30,0.9,0.7,0.14,0.50,199.7,733,345,-,8,8
"0:43:02,440",VO2max,Exercice,,34,2.19,1.95,24,19,114,-,31.9,35.8,0.89,75.6,2.19,-,3.9,314,3.3,17.4,-,-2,29,-,114,31,1.0,0.7,0.14,0.43,185.7,640,301,-,7,7
"0:43:05,600",VO2max,Exercice,,34,2.32,1.95,25,20,114,-,30.0,35.8,0.84,75.6,2.19,-,4.0,352,3.3,17.1,-,-2,29,-,111,31,1.0,0.7,0.16,0.43,191.8,671,316,-,7,7
"0:43:07,340",VO2max,Exercice,,34,2.32,1.95,25,20,114,-,30.2,36.0,0.84,75.9,2.20,-,4.2,361,3.3,17.1,-,-2,29,-,111,31,1.0,0.7,0.16,0.43,191.8,671,316,-,7,7
"0:43:09,080",VO2max,Exercice,,34,2.32,1.95,25,20,114,-,30.4,36.2,0.84,76.4,2.22,-,4.2,371,3.3,17.1,-,-2,29,-,111,31,1.0,0.6,0.17,0.44,191.8,671,316,-,7,7
"0:43:12,120",VO2max,Exercice,,34,2.32,1.95,25,20,115,-,30.5,36.3,0.84,76.7,2.22,-,4.2,378,3.3,17.1,-,-2,29,-,111,31,1.0,0.6,0.17,0.44,190.2,671,316,-,7,7
"0:43:13,700",VO2max,Exercice,,38,2.52,2.12,28,22,115,-,30.5,36.3,0.84,83.4,2.22,-,4.2,378,3.3,17.1,-,-2,29,-,111,31,1.0,0.7,0.17,0.48,198.8,730,343,-,8,8
"0:43:15,160",VO2max,Exercice,,38,2.47,2.12,27,22,115,-,31.1,36.2,0.86,83.4,2.22,-,4.2,279,3.3,17.2,-,-2,28,-,114,30,1.0,0.7,0.13,0.48,196.7,718,338,-,8,8
"0:43:16,580",VO2max,Exercice,,38,2.47,2.12,27,21,115,-,30.9,35.9,0.86,82.6,2.20,-,4.1,263,3.2,17.3,-,-2,28,-,114,30,0.9,0.6,0.12,0.47,196.5,717,337,-,8,8
"0:43:18,180",VO2max,Exercice,,38,2.47,2.11,27,21,115,-,31.2,36.6,0.85,83.4,2.22,-,4.2,286,3.2,17.3,-,-2,27,-,115,30,0.9,0.6,0.13,0.48,196.4,716,337,-,8,8
"0:43:19,780",VO2max,Exercice,,38,2.40,2.10,26,21,115,-,32.5,37.2,0.87,84.4,2.22,-,4.3,310,3.1,17.5,-,-2,27,-,115,29,0.9,0.6,0.14,0.48,193.6,700,329,-,8,8
"0:43:21,740",VO2max,Exercice,,38,2.31,2.05,25,20,115,-,33.0,37.1,0.89,82.6,2.20,-,4.2,308,3.1,17.6,-,-2,27,-,115,29,0.9,0.6,0.14,0.47,189.7,676,318,-,7,7
"0:43:23,260",VO2max,Exercice,,38,2.11,1.88,23,18,115,-,34.8,39.0,0.89,79.8,2.13,-,4.1,382,3.1,17.6,-,-2,27,-,115,29,0.9,0.6,0.18,0.46,180.2,617,290,-,7,7
"0:43:24,880",VO2max,Exercice,,38,2.08,1.84,23,18,115,-,34.3,38.8,0.88,77.7,2.07,-,4.0,370,3.1,17.6,-,-2,28,-,115,29,0.9,0.6,0.18,0.44,179.0,608,286,-,7,7
"0:43:26,280",VO2max,Exercice,,38,2.08,1.84,23,18,115,-,34.3,38.8,0.88,77.7,2.07,-,4.0,384,3.1,17.5,-,-2,28,-,115,30,0.9,0.6,0.19,0.44,179.0,608,286,-,7,7
"0:43:28,160",VO2max,Exercice,,37,2.05,1.82,23,18,115,-,34.3,38.8,0.88,76.8,2.07,-,4.0,402,3.1,17.5,-,-2,28,-,115,30,0.9,0.6,0.19,0.44,177.7,600,282,-,7,7
"0:43:29,560",VO2max,Exercice,,37,2.05,1.82,23,18,115,-,34.3,38.8,0.88,76.8,2.07,-,4.0,419,3.1,17.5,-,-2,28,-,113,30,0.9,0.6,0.20,0.44,177.7,600,282,-,7,7
"0:43:31,020",VO2max,Exercice,,37,2.28,2.00,25,20,115,-,30.9,35.3,0.88,76.8,2.07,-,4.0,320,3.1,17.4,-,-2,29,-,112,31,0.9,0.6,0.15,0.44,188.3,665,312,-,7,7
"0:43:33,640",VO2max,Exercice,,41,2.28,2.01,25,20,115,-,33.7,38.1,0.88,83.7,2.04,-,4.0,431,3.1,17.3,-,-2,29,-,112,31,0.9,0.6,0.21,0.48,188.1,665,313,-,7,7
"0:43:36,420",VO2max,Exercice,,39,2.41,2.06,26,21,114,-,30.7,36.1,0.85,80.8,2.07,-,3.9,354,3.1,17.3,-,-2,29,-,112,31,0.9,0.6,0.17,0.46,195.9,700,329,-,8,8
"0:43:39,340",VO2max,Exercice,,39,2.41,2.06,26,21,114,-,30.1,35.3,0.85,79.3,2.04,-,3.9,286,3.3,17.2,-,-2,29,-,112,31,0.9,0.6,0.14,0.45,195.9,700,329,-,8,8
"0:43:40,760",VO2max,Exercice,,38,2.38,2.03,26,21,114,-,31.9,37.4,0.85,82.5,2.15,-,3.9,383,3.3,17.2,-,-2,29,-,112,31,0.9,0.6,0.18,0.47,194.6,691,325,-,8,8
"0:43:42,080",VO2max,Exercice,,34,2.09,1.78,23,18,114,-,31.9,37.5,0.85,72.3,2.15,-,3.9,418,3.3,17.2,-,-2,29,-,111,31,0.9,0.6,0.19,0.41,180.9,605,285,-,7,7
"0:43:43,620",VO2max,Exercice,,37,2.24,1.93,25,20,114,-,30.9,35.8,0.86,75.4,2.04,-,3.9,338,3.4,17.1,-,-2,29,-,111,31,0.9,0.6,0.17,0.43,188.0,650,306,-,7,7
"0:43:45,400",VO2max,Exercice,,38,2.29,1.98,25,20,114,-,30.4,35.2,0.86,76.3,2.01,-,3.8,297,3.4,17.0,-,-2,29,-,111,31,0.9,0.6,0.15,0.44,190.6,667,314,-,7,7
"0:43:46,960",VO2max,Exercice,,38,2.28,1.97,25,20,114,-,30.8,35.7,0.86,76.6,1.99,-,3.5,300,3.4,17.0,-,-2,29,-,112,31,0.9,0.6,0.15,0.44,189.9,662,311,-,7,7
"0:43:49,200",VO2max,Exercice,,38,2.28,1.97,25,20,114,-,30.8,35.7,0.86,76.6,1.99,-,3.5,297,3.3,17.2,-,-2,29,-,112,31,0.9,0.6,0.15,0.44,189.9,662,311,-,7,7
"0:43:50,820",VO2max,Exercice,,38,2.28,1.97,25,20,114,-,31.0,36.0,0.86,77.3,2.01,-,3.7,288,3.3,17.2,-,-2,28,-,114,30,0.9,0.6,0.14,0.44,190.0,663,312,-,7,7
"0:43:52,400",VO2max,Exercice,,38,2.28,1.92,25,20,114,-,30.7,36.5,0.84,76.6,1.99,-,3.7,311,3.3,17.2,-,-2,28,-,114,30,0.9,0.6,0.16,0.44,190.0,659,310,-,7,7
"0:43:53,860",VO2max,Exercice,,38,2.19,1.89,24,19,114,-,31.0,35.9,0.86,74.4,1.94,-,3.7,309,3.2,17.3,-,-2,29,-,112,31,0.9,0.6,0.16,0.42,185.7,636,299,-,7,7
"0:43:55,420",VO2max,Exercice,,38,2.16,1.86,24,19,114,-,31.0,36.0,0.86,73.5,1.94,-,3.7,322,3.3,17.3,-,-2,29,-,112,31,0.9,0.7,0.17,0.42,184.4,628,295,-,7,7
